Corpus_position,Speaker_ID,Left_context,last_left,Match,Right_context,Cx,Lexeme,Futurate,Negative,Interrogative,Clause_structure,Clause_type,If-clause,Person,Animacy,left_more_context
405091,Rodney,jeg mener det # hundre _latter_ ja men det ja men du det er så dere,dere,vil,ikke tru det # dere vil,vil,tro,,negative,affirmative,simple,main,no,2nd,Animate,
405121,Rodney,nei ikke ikke sånn tru liksom sånn kaos og sånn det er ikke det men # den den tida her dere,dere,kommer til å,tenke på det etterpå når alt sammen er ferdig,kommer,tenke,fut,affirmative,affirmative,simple,main,no,2nd,Animate,kan ikke si en dritt stakkar ja jeg syns synd på dere # egentlig så gjør jeg det # det hadde vært helt drit e ## det hadde sikkert * ja jeg syns synd på dere for det jeg unner dere ikke å komme ut herfra * | nei | det er et helvete det er greit med meg jeg var jo populær og sånn men dere fy_faen * det er jeg er jeg s- jeg sk- jeg skal si en ting nå er det fjorten dager igjen og # nyt det sier jeg bare # # nyt det # ha det ja * ja* vi må prøve å lage det e vi må la- prøve å lage det som fjorten fantastiske dager * helt ærlig bare ha ja bare gjør det fordi # # jeg kan love dere dere kommer aldri # noensinne i helvete til å få den tida her igjen # det kan jeg det kan jeg love dere * ikke si sånt blir jo helt skremt | ja hva skjer ja det veit vi jo vi vi ... jeg mener det # hundre ja men det ja men du det er så dere vil ikke tru det # dere vil * nei ikke ikke sånn tru liksom sånn kaos og sånn det er ikke det men # den den tida her dere kommer til å tenke på det etterpå når alt sammen er ferdig
405166,Rodney,fordi dere,dere,kommer til å,sitte igjen med en følelse om at det _lydmalende_ord_ hvorfor gjorde jeg ikke det eller hvorfor gjorde jeg ikke det eller # hvorfor ja bare,kommer,sitte,fut,affirmative,affirmative,complex,sub,no,2nd,Animate,
405274,Ramsy,kanskje alle vi som er her,her,skal,søke til neste også,skal,søke,,affirmative,affirmative,simple,main,no,3rd,Animate,"* ja* vi må prøve å lage det e vi må la- prøve å lage det som fjorten fantastiske dager * helt ærlig bare ha ja bare gjør det fordi # # jeg kan love dere dere kommer aldri # noensinne i helvete til å få den tida her igjen # det kan jeg det kan jeg love dere * ikke si sånt blir jo helt skremt | ja hva skjer ja det veit vi jo vi vi ... jeg mener det # hundre ja men det ja men du det er så dere vil ikke tru det # dere vil * nei ikke ikke sånn tru liksom sånn kaos og sånn det er ikke det men # den den tida her dere kommer til å tenke på det etterpå når alt sammen er ferdig for det var det # det var det jeg gjorde og det # det er ikke noe Big Brother kan ta meg på tror jeg når jeg sier det men dere fordi dere kommer til å sitte igjen med en følelse om at det hvorfor gjorde jeg ikke det eller hvorfor gjorde jeg ikke det eller # hvorfor ja bare for det er en utrolig tid # det du har men det var sånn jeg tenkte at "" fy_faen # det er jo så deilig "" * hatt det fint ja så bra du egentlig kan ha det her inne # og så kaster du bort tida bare på # tulleting * mm men det er jo sånn det blir etter hvert for du tenker ikke over det du bare ut- det bare utvikler seg sånn kanskje alle vi som er her skal søke til neste også"
405303,Anita,nei det er jo vi,vi,kommer jo aldri til å,oppleve noe lignende som det her igjen og,kommer,oppleve,fut,negative,affirmative,simple,main,no,1st,Animate,"# jeg kan love dere dere kommer aldri # noensinne i helvete til å få den tida her igjen # det kan jeg det kan jeg love dere * ikke si sånt blir jo helt skremt | ja hva skjer ja det veit vi jo vi vi ... jeg mener det # hundre ja men det ja men du det er så dere vil ikke tru det # dere vil * nei ikke ikke sånn tru liksom sånn kaos og sånn det er ikke det men # den den tida her dere kommer til å tenke på det etterpå når alt sammen er ferdig for det var det # det var det jeg gjorde og det # det er ikke noe Big Brother kan ta meg på tror jeg når jeg sier det men dere fordi dere kommer til å sitte igjen med en følelse om at det hvorfor gjorde jeg ikke det eller hvorfor gjorde jeg ikke det eller # hvorfor ja bare for det er en utrolig tid # det du har men det var sånn jeg tenkte at "" fy_faen # det er jo så deilig "" * hatt det fint ja så bra du egentlig kan ha det her inne # og så kaster du bort tida bare på # tulleting * mm men det er jo sånn det blir etter hvert for du tenker ikke over det du bare ut- det bare utvikler seg sånn kanskje alle vi som er her skal søke til neste også ja samme personer samme deltagerne ## ja ## nei det er sant * ja ja nei det er jo vi kommer jo aldri til å oppleve noe lignende som det her igjen og"
40542,Anita,bare vent til jeg er ferdig å røyke så,så,skal,jeg ta den blinken med én gang,skal,ta,,affirmative,affirmative,simple,main,no,1st,Animate,"lyst til å bli med på en konkurranse jenter ? ja og da ## off course ## what ? dette her er en konkurranse hvor ikke faktisk styrke eller teknikk eller noen ting har noen ting å si å det er bra utholdenhet ? nei ikke i det hele- så tar jeg innafor der igjen ja nei gøy # veldig enkelt # skal se hvem som klarer å treffe den blinken e å oi * close but no sigar "" klås "" og så er det ikke lov til å mobbe ikke lov til å mobbe ? * nei bare vent til jeg er ferdig å røyke så skal jeg ta den blinken med én gang"
405584,Rodney,det er dette her som er spesielt ja du,du,skal,ikke hate det greiene her det er dette her som er bra,skal,hate,,negative,affirmative,simple,main,no,2nd,Animate,"ikke i det hele tatt nei ikke sant aldri en gang til sånn uten regninger og uten minibankkort uten mobil uten folk # helt stille # bare oss vi kjenner ikke eller vi kjente ikke hverandre før og * aldri| * mm | stress* ingen lyder ingen biler på natta ingenting ingen verdens ting det er bare helt # kan du kan sitte oppe hvor lenge du vil # du kan gå og legge deg når du vil kan stå opp når du vil ja men ja men * latter | * mm du kan gjøre det er ja men det høres tett ut nå fordi nå liksom blir bare at "" ja ja herregud men ja herregud hvor jeg savner det å være ute og hjemme og sånn "" men # selvfølgelig savner du det men når du kommer ut # så veit du det at e det du nå gjør # det er det du har gjort i # seks og tjue år eller fem og tjue år eller tre og tjue eller whatever * fire fire og tjue * ja si fire og tjue fir- fire og tjue ja ja fem fem og tjue fem og tjue ja # så det har du gjort i fem- så så det er ikke noe spesielt # du har bare savna det for det er det du har gjort i fem og tjue år men når du kommer da endelig * | * å ja * det er det her som er spesielt * men det er det er dette her som er spesielt ja du skal ikke hate det greiene her det er dette her som er bra"
405771,Rodney,jeg jeg ville bort jeg ville jeg ville bare ta med Anette bort ikke sant # det,det,skal,jeg være såpass ærlig å si at jeg hadde bare lyst til å,skal,være,,affirmative,affirmative,complex,main,no,1st,Animate,som er spesielt * men det er det er dette her som er spesielt ja du skal ikke hate det greiene her det er dette her som er bra * ja så det skal dere bare jeg lurer på om e Per Morten angrer jeg når han kommer tilbake til li- e virkelige liv og så faen jeg skulle kanskje ikke gått allikevel * ja det trur jeg | det trur jeg det e kan jeg nesten love deg ja tror ikke det jeg jeg tror det | mm m- han hadde jo d- gått og tenkt på det så lenge han var så dritt lei og ja ja ja men altså du hadde jo sikkert leie dager du òg før du blei stemt ut men ja men * det det ikke sant det varer ikke så lenge det er en dag hvor du er drittlei og så blir det neste dag igjen og du våkner og # ja # du er ved mot igjen ja men egentlig for meg så var det på en helt annen måte fordi jeg var lei fordi jeg jeg ville bort jeg ville jeg ville bare ta med Anette bort ikke sant # det skal jeg være såpass ærlig å si at jeg hadde bare lyst til å
288365,Ramsy,jeg,,vil,ha den sånn dem voksne mannene drikker den,vil,ha,,affirmative,affirmative,simple,main,no,1st,Animate,"veldig mye mm veldig mye kan jeg få mer ? mere saft ? ja ja bare lage deg det ### siden e var så flink til tørke av på benken da gitt e ## k- kan jeg få kaffe istedenfor ? * ja ja du kan få det men den er ikke helt ferdig ennå må vente litt mm ## kan jeg vente med dem ? ja du kan få lov til det men e ## må ikke ## må ikke begynne også ## må ikke prate med de ## får ikke lov til det ## fordi at det # e de sånn som her på det hjemmet her ## så det er jo første gangen du er her i dag ikke sant også er det andre mennesker her som ## kan være litt veit du hva "" uberegnelig "" betyr ? a- a- a- at jeg ikke kan # å regne nei ikke helt sånn # men # det er sånn at # hvis du spør de for_eksempel ## om noe ## som e du tror at de skal svare helt vanlig på som for_eksempel om de har en katt ja # også kanskje bare de blir kjempelei seg fordi at ## e kanskje de ikke liker katter # og da # kanskje de bare # skriker til deg at # du skal ikke prate om katter # så # m bare la vær og prat med de så går det bra # så kommer jeg snart med en kopp kaffe til deg * mm takk # du du er snill * skal du vil du ha sånn med karamellsmak eller vil du ha den helt svart ? jeg vil ha den sånn dem voksne mannene drikker den"
406006,Rodney,* deilig å være _uforståelig_ jeg,jeg,skal,aldri være så lenge borte fra deg,skal,være,,negative,affirmative,simple,main,no,1st,Animate,ja men * det det ikke sant det varer ikke så lenge det er en dag hvor du er drittlei og så blir det neste dag igjen og du våkner og # ja # du er ved mot igjen ja men egentlig for meg så var det på en helt annen måte fordi jeg var lei fordi jeg jeg ville bort jeg ville jeg ville bare ta med Anette bort ikke sant # det skal jeg være såpass ærlig å si at jeg hadde bare lyst til å og det var ikke noe jeg ikke noe mot dere men det var d- fordi det satte så masse sperrer og sånn det var så mange ting jeg kunne bare jeg kunne bare satt seg i bilen min og bare bare kjørt av_gårde bare ledd og hatt det moro stoppa ved en bensinstasjon gått ut og kjøpt deg en is # hørt på musikk soltaket oppe og bare ... * * bare helt sånne ja bare cruisa og hatt den frihetsfølelsen ikke sant men # det v- det d- # den den kom- den tida der kommer uansett ja eller så er ikke noe selvfølgelig du savner n her inne men fy fader * ja* den kommer jo snart ja uansett det kommer til å skje uansett så det er jo bare og da når du da står på utsida og du må se da alle de personene # som du er glad i her inne og det gjelder ikke bare Anette det gjelder dere alle # da blir det ekstra sånn uff_a_meg nei ille da angrer du på alle de # idiotiske tinga du har gjort is ? hvor er ? på toppen ja men har du ikke fått solbriller heller du Rodney * deilig å være jeg skal aldri være så lenge borte fra deg
406073,Anette,em Big Brother vil at dere,dere,skal,være nybakte foreldre for en uke # dere vil bli delt inn i par …,skal,være,,affirmative,affirmative,complex,sub,no,2nd,Animate,Anne Mona ja ukesoppgaven # Ramsy ukesoppgaven ok dere ## BB-baby o baibe em Big Brother vil at dere skal være nybakte foreldre for en uke # dere vil bli delt inn i par ...
406082,Anette,em Big Brother vil at dere skal være nybakte foreldre for en uke # dere,dere,vil,bli delt inn i par …,vil,bli,,affirmative,affirmative,simple,main,no,2nd,Animate,Anne Mona ja ukesoppgaven # Ramsy ukesoppgaven ok dere ## BB-baby o baibe em Big Brother vil at dere skal være nybakte foreldre for en uke # dere vil bli delt inn i par ...
406217,Anette,e # Big Brother vil at dere,dere,skal,være nybakte foreldre for en uke # par # Ramsy Anne Mona Lars Joakim Anita og Rodney Anette # hvert par skal ta vare på sin elektroniske baby,skal,være,,affirmative,affirmative,complex,sub,no,2nd,Animate,ukesoppgaven # Ramsy ukesoppgaven ok dere ## BB-baby o baibe em Big Brother vil at dere skal være nybakte foreldre for en uke # dere vil bli delt inn i par ... fram til onsdag skal deltagerne parvis ha omsorg for tre spedbarnsimulatorer # hvor oppgavene blant_annet består i mating raping # bleieskift # og kos til alle døgnets tider og så kan du få sånn periode på natta vet du hvor dem begynner å grine mm stå opp på natta og skifte bleie og # gi mat og | å herregud | nei vi får bare ei dokke hundre vil alle hundre nei ja # klart det det blir jo det siste # helt sikkert # kjør på # * ja * ja går rundt og smiler til en forbanna dokke ei uke * da er du sinnsyk hører du derfra Ramsy ? jepp ok e # Big Brother vil at dere skal være nybakte foreldre for en uke # par # Ramsy Anne Mona Lars Joakim Anita og Rodney Anette # hvert par skal ta vare på sin elektroniske baby
406239,Anette,e # Big Brother vil at dere skal være nybakte foreldre for en uke # par # Ramsy Anne Mona Lars Joakim Anita og Rodney Anette # hvert par,par,skal,ta vare på sin elektroniske baby,skal,ta vare på,,affirmative,affirmative,simple,main,no,3rd,Animate,ukesoppgaven # Ramsy ukesoppgaven ok dere ## BB-baby o baibe em Big Brother vil at dere skal være nybakte foreldre for en uke # dere vil bli delt inn i par ... fram til onsdag skal deltagerne parvis ha omsorg for tre spedbarnsimulatorer # hvor oppgavene blant_annet består i mating raping # bleieskift # og kos til alle døgnets tider og så kan du få sånn periode på natta vet du hvor dem begynner å grine mm stå opp på natta og skifte bleie og # gi mat og | å herregud | nei vi får bare ei dokke hundre vil alle hundre nei ja # klart det det blir jo det siste # helt sikkert # kjør på # * ja * ja går rundt og smiler til en forbanna dokke ei uke * da er du sinnsyk hører du derfra Ramsy ? jepp ok e # Big Brother vil at dere skal være nybakte foreldre for en uke # par # Ramsy Anne Mona Lars Joakim Anita og Rodney Anette # hvert par skal ta vare på sin elektroniske baby
406318,Lars_Joakim,altså ## babyen,babyen,skal,bare være tilfredstilt med …,skal,være,,affirmative,affirmative,simple,main,no,3rd,Animate,hundre vil alle hundre nei ja # klart det det blir jo det siste # helt sikkert # kjør på # * ja * ja går rundt og smiler til en forbanna dokke ei uke * da er du sinnsyk hører du derfra Ramsy ? jepp ok e # Big Brother vil at dere skal være nybakte foreldre for en uke # par # Ramsy Anne Mona Lars Joakim Anita og Rodney Anette # hvert par skal ta vare på sin elektroniske baby dette er avanserte spedbarnsimulatorer # som har en del behov som må tilfredsstilles innebygd babyene er det en databoks som registrerer alle tilfredstilte og ufritil- # u- # -tilfredsstiltebehov ja * Anette trur du bare leser for du du kan godt fortsette å lese ## der * sover de ok nei men da gidd- da tar vi det etterpå da # da kan man * hæ altså ## babyen skal bare være tilfredstilt med ...
40638,Anette,ja Morten tror den er ødelagt og da må Lars legge på nytt men det er helt,helt,skal,jeg si til Lars etterpå altså # han er jo helt hvorfor # han måtte jo skjønne at den størrelsen han lagde av _uforståelig_ var helt feil # at dem ikke ser det,skal,si,,affirmative,affirmative,simple,main,no,1st,Animate,for en jævla musikk er jævla kul den her ja m så trøtt * tror de mangler litt ark der ute i kopimaskina ? ja Morten tror den er ødelagt og da må Lars legge på nytt men det er helt skal jeg si til Lars etterpå altså # han er jo helt hvorfor # han måtte jo skjønne at den størrelsen han lagde av var helt feil # at dem ikke ser det
406786,Lars_Joakim,du åssen trur den bar- bak ungen min,min,vil,føle da ? # den vokser opp i et badstue og så har n en # barnevogn som er verdt mer enn hele badstua,vil,føle,,affirmative,interrogative,simple,main,no,3rd,Animate,"ikke bann sånn da # du å herregud for et prosjekt da * Rodney ja "" hva i h- "" ## du det første vi har fått beskjed om # det første vi har fått beskjed om ungen må ikke noe banning så får jeg høre # "" fytti helvete "" * og så kommer Anette # "" å helvete "" nei det sa jeg ikke for et utstyr sa jeg babycareb- book ja å ja se på den barnevogna her da Anette ## koste noe inni helvetes penger ### de kjøper liksom ikke sånne # plastikk * herregud den var fin # kjempefin vogn den var drit folk kan jo faen meg krasje med den der da det er det her er faktisk det her er faktisk barnevognenes Rolls Royse # det må det være * "" kan krasje "" * vi har ikke plass til ... "" barnevognenes Rolls Royse "" vi er tre du åssen trur den bar- bak ungen min vil føle da ? # den vokser opp i et badstue og så har n en # barnevogn som er verdt mer enn hele badstua"
294816,Ramsy,,,skal,du sitte _uforståelig_ ?,skal,sitte,,affirmative,interrogative,simple,main,no,2nd,Animate,
304219,Ramsy,nå,,skal,jeg stramme nå må du begynne å ta noe push-ups her,skal,stramme,,affirmative,affirmative,simple,main,no,1st,Animate,""" ASAP "" for da ? jeg nekter å svare for det er for dumt å svare på det når du er gutt # du kan spørre ei jente om det for hun vet ikke det * ok hva står "" ASAP "" for Anne Mona ? jeg vet ikke "" As Soon As Possible "" ja hva er "" ASAP SULU "" står for da ? hva da "" ASAP SULU "" "" As Soon As Possible "" # e ## nei jeg vet ikke "" helst i_går "" # "" As Soon As ... "" # "" As Soon As Possible , helst i_går "" * hæ ? "" hestegård "" ? "" helst i_går "" # faen # kan ikke dere tenke noe logisk ? # "" hestegård "" ? ### skulle hatt fik # strammes opp vet du * * ja men "" SULU "" # "" SULU "" # "" Sooner "" # "" the Soon- "" ## ja men du må oversette "" SULU "" * ned og ta push-ups * det er ikke noe oversetting på det # det er "" helst i_går "" ## militæret så skal ikke du gruble du skal bare forstå # greit # forstå at det er sånn * | "" hestegård "" ja men det altså "" helst i_går "" # hestegård nå skal jeg stramme nå må du begynne å ta noe push-ups her"
407079,Rodney,hæ #,,skal,hente ?,skal,hente,,affirmative,affirmative,simple,main,no,2nd,Animate,
407130,Ramsy,hva han,han,skal,hete da ?,skal,hete,,affirmative,affirmative,simple,main,no,3rd,Animate,
407203,Lars_Joakim,har du ikke t- # du må ha bjø- # lille bjørnen din se her #,,skal,få n i hånda di # du liker så godt også holde på n,skal,få,,affirmative,affirmative,simple,main,no,2nd,Animate,mat kan du hente ? hæ # skal hente ? tåteflaska nei ja # den står i sekken ved # rett ved siden av komoden # bare nå må n rape # da må du slå den litt på ryggen ## skulle vi finne på navn til han ? mm hva han skal hete da ? det er jente nei jo det sto det på er det jente ? mm # Lars og de har fått gutt ### Lars og dem sin heter Labben ## og Anette og dem sin heter Sara * men # kan ikke våres hete ## em Ida nei # kan ikke den hete har du ikke t- # du må ha bjø- # lille bjørnen din se her # skal få n i hånda di # du liker så godt også holde på n hva heter kosedyret hans da Nasse ?
304369,Ramsy,jeg,,skal,ikke være én fire og åtti begynner å bli sånn stilk da # _latter_ # stilk med dobbelthake,skal,være,,negative,affirmative,simple,main,no,1st,Animate,
407318,Ramsy,_uforståelig_ hva vi,vi,skal,kalle den ungen ?,skal,kalle,,affirmative,interrogative,simple,main,no,1st,Animate,mm # Lars og de har fått gutt ### Lars og dem sin heter Labben ## og Anette og dem sin heter Sara * men # kan ikke våres hete ## em Ida nei # kan ikke den hete har du ikke t- # du må ha bjø- # lille bjørnen din se her # skal få n i hånda di # du liker så godt også holde på n hva heter kosedyret hans da Nasse ? ja ## Labben og Nasse # hø * n- # nei # nei Labben og Lasse # # nei da Lamia Lamia ? mm hvorfor akkurat det for det er en Iron Maiden-sang som har ## Lamia Lamia ? skal vi se hva vi har handla til deg ? var ute på byen i dag # funny rabbit * hva da ? | og så har vi ## den blåe ## jeg liker at det går mye i blått ## blått er flott * mm hva vi skal kalle den ungen ? skal vi kalle henne for Ulven ?
307082,Ramsy,,,skal,du vise det så viser du det # jeg har ingenting å holde tilbake # jeg er med folk skal kjenne meg hundre prosent # _lydmalende_ord_ # jeg skal åpne meg fullstendig,skal,vise,,affirmative,affirmative,simple,main,no,2nd,Animate,
407387,Ramsy,dyrt med bleier da # hvis du,du,skal,kjøpe bleier hele tida men det er noen som ikke bruker bleier de bruker _uforståelig_ # hjemmelaga bleier,skal,kjøpe,,affirmative,affirmative,complex,sub,if,2nd,Animate,"og så har vi ## den blåe ## jeg liker at det går mye i blått ## blått er flott * mm hva vi skal kalle den ungen ? skal vi kalle henne for Ulven ? nei Rotta da ? nei Orkidé nei Lilla hæ ? Lilla ja hæ ? ja # hva "" ja "" ? ja så heter hun Lilla hæ ? ja hun heter Lilla nei ok ? ja tror du hun gir noe fislukt da ? dyrt med bleier da # hvis du skal kjøpe bleier hele tida men det er noen som ikke bruker bleier de bruker # hjemmelaga bleier"
407614,Anita,men em # jeg er veldig klar for å ombestemme meg hvis jeg skulle ønske det # så det er ikke noe sånn regel jeg har satt for livet min at at mitt at ikke jeg,jeg,skal,ha barn og jeg skal aldri gifte meg,skal,ha,,negative,affirmative,complex,sub,no,1st,Animate,* ja eller liker du unger Anita ? hva ? eller liker du unger ? jeg liker unger jeg jeg har ikke noe imot de jeg vil bare ikke * nei gi f- sorry giftemål var jo du var så imot nei det var unger * unger òg mot unger òg nei altså jeg er ikke imot de # jeg har bare ikke lyst på # mine egne * ikke mot * liksom mot unger adotere ? nei har ikke lyst på barn ikke i det hele tatt nei å jeg har nå dritlyst på barn jeg nei men e når den tid kommer ikke nå men em # jeg er veldig klar for å ombestemme meg hvis jeg skulle ønske det # så det er ikke noe sånn regel jeg har satt for livet min at at mitt at ikke jeg skal ha barn og jeg skal aldri gifte meg
407619,Anita,men em # jeg er veldig klar for å ombestemme meg hvis jeg skulle ønske det # så det er ikke noe sånn regel jeg har satt for livet min at at mitt at ikke jeg skal ha barn og jeg,jeg,skal,aldri gifte meg,skal,gifte seg,mod,negative,affirmative,simple,main,no,1st,Animate,* ja eller liker du unger Anita ? hva ? eller liker du unger ? jeg liker unger jeg jeg har ikke noe imot de jeg vil bare ikke * nei gi f- sorry giftemål var jo du var så imot nei det var unger * unger òg mot unger òg nei altså jeg er ikke imot de # jeg har bare ikke lyst på # mine egne * ikke mot * liksom mot unger adotere ? nei har ikke lyst på barn ikke i det hele tatt nei å jeg har nå dritlyst på barn jeg nei men e når den tid kommer ikke nå men em # jeg er veldig klar for å ombestemme meg hvis jeg skulle ønske det # så det er ikke noe sånn regel jeg har satt for livet min at at mitt at ikke jeg skal ha barn og jeg skal aldri gifte meg
407656,Anita,ja altså # altså jeg tror faktisk ikke jeg,jeg,kommer til å,gifte meg det tror jeg ikke # forlove meg # ja # men ikke gifte meg,kommer,gifte seg,fut,affirmative,affirmative,complex,sub,no,1st,Animate,sorry giftemål var jo du var så imot nei det var unger * unger òg mot unger òg nei altså jeg er ikke imot de # jeg har bare ikke lyst på # mine egne * ikke mot * liksom mot unger adotere ? nei har ikke lyst på barn ikke i det hele tatt nei å jeg har nå dritlyst på barn jeg nei men e når den tid kommer ikke nå men em # jeg er veldig klar for å ombestemme meg hvis jeg skulle ønske det # så det er ikke noe sånn regel jeg har satt for livet min at at mitt at ikke jeg skal ha barn og jeg skal aldri gifte meg * hm * mm men jeg ## vet ikke * bar- bare tenker det nå hæ ? nei du bare tenker det nå liksom ja altså # altså jeg tror faktisk ikke jeg kommer til å gifte meg det tror jeg ikke # forlove meg # ja # men ikke gifte meg
407682,Ramsy,så hvorfor forlover for hvis ikke du,du,skal,gifte deg da ?,skal,gifte seg,,negative,interrogative,complex,sub,if,2nd,Animate,nei det var unger * unger òg mot unger òg nei altså jeg er ikke imot de # jeg har bare ikke lyst på # mine egne * ikke mot * liksom mot unger adotere ? nei har ikke lyst på barn ikke i det hele tatt nei å jeg har nå dritlyst på barn jeg nei men e når den tid kommer ikke nå men em # jeg er veldig klar for å ombestemme meg hvis jeg skulle ønske det # så det er ikke noe sånn regel jeg har satt for livet min at at mitt at ikke jeg skal ha barn og jeg skal aldri gifte meg * hm * mm men jeg ## vet ikke * bar- bare tenker det nå hæ ? nei du bare tenker det nå liksom ja altså # altså jeg tror faktisk ikke jeg kommer til å gifte meg det tror jeg ikke # forlove meg # ja # men ikke gifte meg så hvorfor forlover for hvis ikke du skal gifte deg da ?
407698,Rodney,ja _uforståelig_ hvorfor,hvorfor,vil,du ikke gifte deg da ?,vil,gifte seg,mod,negative,interrogative,simple,main,no,2nd,Animate,* ikke mot * liksom mot unger adotere ? nei har ikke lyst på barn ikke i det hele tatt nei å jeg har nå dritlyst på barn jeg nei men e når den tid kommer ikke nå men em # jeg er veldig klar for å ombestemme meg hvis jeg skulle ønske det # så det er ikke noe sånn regel jeg har satt for livet min at at mitt at ikke jeg skal ha barn og jeg skal aldri gifte meg * hm * mm men jeg ## vet ikke * bar- bare tenker det nå hæ ? nei du bare tenker det nå liksom ja altså # altså jeg tror faktisk ikke jeg kommer til å gifte meg det tror jeg ikke # forlove meg # ja # men ikke gifte meg så hvorfor forlover for hvis ikke du skal gifte deg da ? fordi det er romantisk romantisk ? ja ja hvorfor vil du ikke gifte deg da ?
323732,Ramsy,,,skal,ikke spleise med ei sjel du skal få alt # hva _uforståelig_ koster da ?,skal,spleise,,negative,affirmative,simple,main,no,1st,Animate,
407730,Rodney,nei hvorfor,hvorfor,vil,du ikke gifte deg ?,vil,gifte seg,mod,negative,interrogative,simple,main,no,2nd,Animate,
407770,Anita,nei da er du liksom ## da er du stuck for_resten av livet og så,så,kommer det ikke til å,vare livet ut det tror jeg ikke noe på en e,kommer,vare,fut,negative,affirmative,simple,main,no,3rd,Inanimate,* bar- bare tenker det nå hæ ? nei du bare tenker det nå liksom ja altså # altså jeg tror faktisk ikke jeg kommer til å gifte meg det tror jeg ikke # forlove meg # ja # men ikke gifte meg så hvorfor forlover for hvis ikke du skal gifte deg da ? fordi det er romantisk romantisk ? ja ja hvorfor vil du ikke gifte deg da ? * gå og spis på en restaurant da det kan jeg også gjøre ja selv om du er forlova ja ja nei hvorfor vil du ikke gifte deg ? nei fordi at e ## prata om det her i_natt mm det er jo enda mer romantisk nei da er du liksom ## da er du stuck for_resten av livet og så kommer det ikke til å vare livet ut det tror jeg ikke noe på en e e- et forhold ett forhold som skal vare livet ut ? # det
407792,Anita,e- et forhold ett forhold som,som,skal,vare livet ut ? # det,skal,vare,,affirmative,interrogative,complex,sub,no,3rd,Inanimate,* bar- bare tenker det nå hæ ? nei du bare tenker det nå liksom ja altså # altså jeg tror faktisk ikke jeg kommer til å gifte meg det tror jeg ikke # forlove meg # ja # men ikke gifte meg så hvorfor forlover for hvis ikke du skal gifte deg da ? fordi det er romantisk romantisk ? ja ja hvorfor vil du ikke gifte deg da ? * gå og spis på en restaurant da det kan jeg også gjøre ja selv om du er forlova ja ja nei hvorfor vil du ikke gifte deg ? nei fordi at e ## prata om det her i_natt mm det er jo enda mer romantisk nei da er du liksom ## da er du stuck for_resten av livet og så kommer det ikke til å vare livet ut det tror jeg ikke noe på en e e- et forhold ett forhold som skal vare livet ut ? # det
408368,Anita,blåøyd å tro at du,du,skal,gå gjennom et langvarig forhold med sommerfugler i magen hele veien # det det det skjer ikke,skal,gå,,affirmative,affirmative,complex,sub,no,2nd,Animate,"men hvis man forlover seg så er det ikke så er man ikke så # bundet igjen da så det # kan man liksom gjøre fordi man elsker hverandre og har lyst til å ## å fortelle verden at man setter pris på hverandre # med en ring men man behøver jo ikke å gå # til det drastiske steget å # gifte seg mm nei ## jeg er sånn uhelbredelig romantiker på det området jeg ## jeg er sånn # s- # jeg sånn overbevist om at det er det fins en rett person der ute eller ikke en rett person men # optimal da # for en person # men men så spørs det bare * ja så ... men selvfølgelig # det kan jo hende at den personen lever i ## Indonesia for alt det du veit # men da må du bare # for å si det ikke sånn # det høres jo tett ut nå høres det jo helt vilt ut at jeg sier det men * Taiwan | ja da må du liksom bare sånn det nærmeste du kommer for du kan jo ikke gå hele livet ditt og leite # da blir du bare dritulykkelig trur jeg * nei * ja i_hvert_fall de som hele tida trur at gresset er så my- jævlig mye grønnere på andre sida # og hele tida # og s- # de menneskene # er jævlig det trur jeg * mm og så har du den andre typen mennesker det er de som er forelska i forelskelsen # de er de verste # og så fort liksom de føler at forelskelsen går over så føler de liksom at * mm | "" å nå er det ikke riktig å være sammen lenger fordi "" # nå har de ikke den feeling-en liksom # "" sorry e jeg føler bare ikke at det er viktig at jeg er sammen med deg lenger fordi # jeg føler ikke det samme for deg nå som jeg gjorde når jeg traff deg "" * "" nei selvfølgelig for faen gjør du ikke det fordi du # du blir jo glad i hverandre ikke sant "" # og da går den da blir det en helt annen måte å være glad i og så ditcher de deg # så står du igjen der som en jævla idiot * ja men det er blåøyd å tro at du skal gå gjennom et langvarig forhold med sommerfugler i magen hele veien # det det det skjer ikke"
